GAME_ID,TEAM_ID,PLAYER_ID,PLAYER_NAME,START_POSITION,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
22100215,1610612737,1628989,Kevin Huerter,F,31:50,7.0,9.0,0.778,5.0,7.0,0.714,0.0,0.0,0.0,0.0,5.0,5.0,2.0,1.0,0.0,0.0,3.0,19.0,7.0
22100215,1610612737,1628381,John Collins,F,34:10,9.0,13.0,0.692,1.0,1.0,1.0,1.0,2.0,0.5,1.0,10.0,11.0,1.0,2.0,1.0,1.0,4.0,20.0,12.0
22100215,1610612737,203991,Clint Capela,C,31:47,4.0,7.0,0.571,0.0,1.0,0.0,1.0,2.0,0.5,2.0,10.0,12.0,3.0,1.0,1.0,1.0,0.0,9.0,11.0
22100215,1610612737,203992,Bogdan Bogdanovic,G,31:37,4.0,12.0,0.333,4.0,10.0,0.4,0.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,2.0,12.0,8.0
22100215,1610612737,1629027,Trae Young,G,35:05,4.0,12.0,0.333,0.0,6.0,0.0,10.0,10.0,1.0,0.0,0.0,0.0,11.0,1.0,0.0,6.0,2.0,18.0,9.0
22100215,1610612737,201568,Danilo Gallinari,,20:12,3.0,6.0,0.5,1.0,4.0,0.25,1.0,2.0,0.5,0.0,4.0,4.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0
22100215,1610612737,1629629,Cam Reddish,,26:58,8.0,14.0,0.571,1.0,6.0,0.167,2.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,19.0,-1.0
22100215,1610612737,1626153,Delon Wright,,12:55,1.0,3.0,0.333,1.0,2.0,0.5,0.0,0.0,0.0,2.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0
22100215,1610612737,101150,Lou Williams,,13:10,1.0,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,2.0,1.0,2.0,2.0
22100215,1610612737,1627789,Timothe Luwawu-Cabarrot,,0:18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0
22100215,1610612737,203476,Gorgui Dieng,,1:58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0
22100216,1610612739,1630171,Isaac Okoro,F,39:01,3.0,11.0,0.273,0.0,2.0,0.0,2.0,2.0,1.0,4.0,2.0,6.0,2.0,1.0,0.0,2.0,3.0,8.0,-9.0
22100216,1610612739,1629731,Dean Wade,F,37:37,3.0,8.0,0.375,2.0,6.0,0.333,3.0,4.0,0.75,2.0,3.0,5.0,2.0,2.0,0.0,0.0,3.0,11.0,4.0
22100216,1610612739,202334,Ed Davis,C,23:38,3.0,6.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,11.0,0.0,1.0,1.0,0.0,3.0,6.0,-6.0
22100216,1610612739,201937,Ricky Rubio,G,33:15,8.0,17.0,0.471,3.0,10.0,0.3,6.0,6.0,1.0,0.0,4.0,4.0,5.0,0.0,0.0,5.0,2.0,25.0,-4.0
22100216,1610612739,1629636,Darius Garland,G,40:04,10.0,26.0,0.385,3.0,13.0,0.231,1.0,1.0,1.0,1.0,4.0,5.0,6.0,3.0,0.0,3.0,0.0,24.0,-11.0
22100216,1610612739,201567,Kevin Love,,21:26,4.0,10.0,0.4,1.0,5.0,0.2,2.0,2.0,1.0,1.0,8.0,9.0,2.0,0.0,0.0,2.0,1.0,11.0,-5.0
22100216,1610612739,1627756,Denzel Valentine,,10:33,1.0,3.0,0.333,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,-6.0
22100216,1610612739,1626224,Cedi Osman,,19:16,3.0,8.0,0.375,2.0,6.0,0.333,3.0,4.0,0.75,1.0,3.0,4.0,1.0,1.0,0.0,0.0,2.0,11.0,0.0
22100216,1610612739,1629605,Tacko Fall,,2:56,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
22100216,1610612739,1629685,Dylan Windler,,12:14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,-14.0
22100216,1610612751,201142,Kevin Durant,F,37:03,9.0,16.0,0.563,2.0,3.0,0.667,3.0,3.0,1.0,0.0,4.0,4.0,3.0,0.0,0.0,1.0,0.0,23.0,-5.0
22100216,1610612751,1628971,Bruce Brown,F,28:13,3.0,6.0,0.5,0.0,0.0,0.0,2.0,3.0,0.667,2.0,8.0,10.0,5.0,2.0,0.0,0.0,3.0,8.0,3.0
22100216,1610612751,201933,Blake Griffin,C,17:59,1.0,5.0,0.2,0.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,5.0,1.0,1.0,1.0,0.0,2.0,6.0
